file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\csw\api\src\main\java\org\geoserver\csw\store\AbstractCatalogStore.java,org.geoserver.csw.store.AbstractCatalogStore,class,21,27,6,21,20,1,2,32,46,0.7083333,0.0,0.0,12,0,11,0,1,0,12,1,0,0,2,0,0,0,2,0,0,0,4,91,8,0,7,0,0,7,0,16,3,12,1,1,0,0,70,1025,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\catalogstresstool\CatalogStressTester.java,org.geoserver.web.catalogstresstool.CatalogStressTester$Anonymous7,anonymous,6,6,0,6,2,1,0,8,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,27,2,0,1,1,0,1,2,7,0,7,1,1,0,0,21,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\catalogstresstool\CatalogStressTester.java,org.geoserver.web.catalogstresstool.CatalogStressTester$Anonymous6,anonymous,1,1,0,1,1,1,0,1,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\wms-eo\src\main\java\org\geoserver\wms\eo\web\EoStyleListPanel.java,org.geoserver.wms.eo.web.EoStyleListPanel$Anonymous1,anonymous,2,2,0,2,5,1,0,5,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,19,2,1,3,0,0,0,1,4,0,4,3,0,0,0,19,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\catalogstresstool\CatalogStressTester.java,org.geoserver.web.catalogstresstool.CatalogStressTester$Anonymous9,anonymous,3,3,0,3,1,1,0,1,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wfs\src\main\java\org\geoserver\wfs\xml\v1_0_0\GetCapabilitiesBinding.java,org.geoserver.wfs.xml.v1_0_0.GetCapabilitiesBinding,class,2,2,0,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wfs\src\main\java\org\geoserver\wfs\CapabilitiesTransformer.java,org.geoserver.wfs.CapabilitiesTransformer$Anonymous2,anonymous,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\catalogstresstool\CatalogStressTester.java,org.geoserver.web.catalogstresstool.CatalogStressTester$Anonymous1,anonymous,6,6,0,6,1,1,0,8,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,22,1,0,0,1,0,0,2,5,0,5,1,1,0,0,14,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\feature\RetypingFeatureCollection.java,org.geoserver.feature.RetypingFeatureCollection,class,16,23,7,16,11,2,0,20,0,0.0,0.0,0.0,7,2,5,0,1,1,7,0,0,0,1,0,0,0,0,1,0,0,1,137,8,1,1,0,0,2,1,12,2,11,2,0,3,0,60,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\catalogstresstool\CatalogStressTester.java,org.geoserver.web.catalogstresstool.CatalogStressTester$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,17,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\security\password\GeoServerPlainTextPasswordEncoder.java,org.geoserver.security.password.GeoServerPlainTextPasswordEncoder,class,8,14,6,8,5,2,0,3,10,0.0,0.0,0.0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,1,0,0,30,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wfs\src\main\java\org\geoserver\wfs\CapabilitiesTransformer.java,org.geoserver.wfs.CapabilitiesTransformer$Anonymous1,anonymous,1,1,0,1,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,2,0,2,0,0,0,0,8,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\catalogstresstool\CatalogStressTester.java,org.geoserver.web.catalogstresstool.CatalogStressTester$Anonymous4,anonymous,6,6,0,6,2,1,0,9,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,27,2,0,1,1,0,1,2,7,0,7,1,1,0,0,18,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\notification-common\src\main\java\org\geoserver\notification\common\EncoderXStreamInitializer.java,org.geoserver.notification.common.EncoderXStreamInitializer,class,5,6,1,5,2,2,0,4,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,44,0,0,0,0,0,2,0,2,0,2,0,0,1,0,35,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\platform\src\main\java\org\geoserver\platform\GeoServerHttpSessionListenerProxy.java,org.geoserver.platform.GeoServerHttpSessionListenerProxy,class,4,5,1,4,9,1,0,5,0,0.2,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,0,0,0,1,0,0,0,1,28,2,2,2,0,0,0,0,1,0,1,3,0,0,0,52,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\core\src\main\java\org\geoserver\web\AdminRequestWicketCallback.java,org.geoserver.web.AdminRequestWicketCallback,class,4,4,0,4,8,1,0,5,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,1,0,0,0,0,0,1,0,0,0,29,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\restconfig\src\main\java\org\geoserver\rest\service\ServiceSettingsController.java,org.geoserver.rest.service.ServiceSettingsController,class,17,21,4,17,15,3,3,11,0,0.5,0.0,0.0,5,0,4,0,1,0,5,0,0,0,2,1,0,2,0,0,1,0,2,60,2,0,10,0,1,11,0,12,4,9,2,0,0,0,42,1025,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wfs\src\test\java\org\geoserver\wfs\v1_1\WFSReprojectionTest.java,org.geoserver.wfs.v1_1.WFSReprojectionTest,class,12,13,1,12,12,3,0,32,7,0.6,0.0,0.0,10,0,7,2,1,0,8,0,0,0,3,1,0,1,0,2,1,0,15,131,1,2,0,3,0,134,49,63,21,53,1,0,0,0,97,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\core\src\main\java\org\geoserver\web\Category.java,org.geoserver.web.Category,class,1,5,4,1,5,1,0,1,6,0.6,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,19,3,0,0,0,0,0,0,2,1,2,0,0,0,0,33,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\security\jdbc\src\main\java\org\geoserver\security\web\jdbc\JDBCConnectionPanel.java,org.geoserver.security.web.jdbc.JDBCConnectionPanel,class,8,17,9,8,3,7,0,7,1,0.8333333,0.0,0.0,2,0,1,0,0,1,2,0,0,0,3,2,0,1,0,2,1,0,0,90,1,0,0,0,0,6,1,4,0,4,0,2,3,0,52,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wms\src\test\java\org\geoserver\wms\map\png\GetMapIntegrationTest.java,org.geoserver.wms.map.png.GetMapIntegrationTest,class,4,4,0,4,7,3,0,15,0,0.16666667,0.0,0.0,6,0,5,0,1,0,6,0,0,0,2,0,0,0,0,2,0,0,5,52,0,0,0,0,0,41,4,22,5,22,0,0,0,0,60,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\filters\GZIPResponseStream.java,org.geoserver.filters.GZIPResponseStream,class,4,6,2,4,11,2,0,6,0,0.21428573,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,0,40,1,0,0,0,1,4,2,5,0,2,1,0,0,0,39,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\ows\src\main\java\org\geoserver\ows\util\EncodingInfo.java,org.geoserver.ows.util.EncodingInfo,class,1,5,4,1,13,1,0,6,0,0.4074074,0.0,0.0,9,0,9,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,0,45,4,0,2,0,2,4,0,13,0,4,1,0,0,0,187,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wms\src\test\java\org\geoserver\wms\capabilities\GetCapabilitiesTransformerTest.java,org.geoserver.wms.capabilities.GetCapabilitiesTransformerTest,class,24,25,1,24,9,1,0,52,0,0.4555556,0.0,0.0,9,0,8,1,0,0,8,0,0,0,10,3,0,10,0,0,3,0,10,193,0,0,0,0,0,87,10,40,22,36,0,0,2,0,138,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\monitor\core\src\main\java\org\geoserver\monitor\ows\wfs\DescribeFeatureTypeHandler.java,org.geoserver.monitor.ows.wfs.DescribeFeatureTypeHandler,class,4,5,1,4,5,3,0,3,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1,1,0,0,3,0,2,0,2,1,0,0,0,25,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\test\java\org\geoserver\security\impl\SecureObjectsTest.java,org.geoserver.security.impl.SecureObjectsTest,class,6,14,8,6,2,1,8,2,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,16,1025,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\catalog\impl\LocalWorkspaceCatalog.java,org.geoserver.catalog.impl.LocalWorkspaceCatalog$NameDequalifyingProxy$Anonymous1,anonymous,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\catalog\impl\WrappingProxy.java,org.geoserver.catalog.impl.WrappingProxy,interface,0,4,4,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\security\core\src\main\java\org\geoserver\security\web\auth\FormAuthFilterPanelInfo.java,org.geoserver.security.web.auth.FormAuthFilterPanelInfo,class,5,5,0,5,1,4,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\csw\core\src\test\java\org\geoserver\csw\store\internal\ResourceAccessManagerCSWTest.java,org.geoserver.csw.store.internal.ResourceAccessManagerCSWTest,class,14,15,1,14,12,3,0,36,9,0.75,0.0,0.0,6,0,3,0,3,0,6,0,0,0,2,1,0,0,0,2,1,0,2,62,0,4,0,0,0,28,2,14,0,14,2,0,0,0,98,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\config\util\XStreamPersister.java,org.geoserver.config.util.XStreamPersister$NumberRangeConverter,innerclass,6,6,0,6,12,3,0,17,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,44,2,1,2,0,2,8,0,7,0,3,3,0,0,0,26,0,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\app-schema\app-schema-test\src\test\java\org\geoserver\test\MappingNameTest.java,org.geoserver.test.MappingNameTest,class,4,4,0,4,2,3,0,5,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,14,2,1,1,1,0,0,0,0,60,1,1
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\wps\wps-core\src\main\java\org\geoserver\wps\executor\WPSExecutionManager.java,org.geoserver.wps.executor.WPSExecutionManager$Executor,innerclass,23,23,0,23,26,1,0,39,0,0.53333336,0.0,0.0,5,0,1,2,0,2,3,0,0,0,9,0,0,8,0,1,2,0,2,159,5,2,9,7,1,10,11,34,13,30,6,0,0,0,99,18,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\netcdf-out\src\main\java\org\geoserver\wcs\responses\NetCDFDimensionsManager.java,org.geoserver.wcs.responses.NetCDFDimensionsManager$NetCDFDimensionMapping$DimensionValuesSet,innerclass,1,1,0,1,4,1,0,2,0,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,15,2,0,0,0,0,0,0,1,0,1,0,0,0,0,16,8,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\control-flow\src\main\java\org\geoserver\flow\config\DefaultControlFlowConfigurator.java,org.geoserver.flow.config.DefaultControlFlowConfigurator$RateControllerBuilder,innerclass,6,6,0,6,7,1,0,7,1,0.0,0.0,0.0,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,23,2,0,1,0,0,2,11,11,2,10,1,0,0,0,50,1032,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\wfs\src\main\java\org\geoserver\wfs\web\WFSAdminPage.java,org.geoserver.wfs.web.WFSAdminPage$Anonymous1,anonymous,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\wfs\src\main\java\org\geoserver\wfs\web\WFSAdminPage.java,org.geoserver.wfs.web.WFSAdminPage$Anonymous2,anonymous,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wcs1_1\src\main\java\org\geoserver\wcs\response\WCSStorageCleaner.java,org.geoserver.wcs.response.WCSStorageCleaner,class,3,4,1,3,7,2,0,9,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,1,28,2,1,1,1,1,3,1,5,3,5,3,0,0,0,71,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\wfs\src\main\java\org\geoserver\wfs\WFSWorkspaceQualifier.java,org.geoserver.wfs.WFSWorkspaceQualifier,class,24,26,2,24,36,2,0,49,21,0.0,0.0,0.0,7,0,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,5,105,6,8,11,0,0,6,1,23,1,20,6,0,0,0,92,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\gwc\src\main\java\org\geoserver\gwc\web\diskquota\DiskQuotaSettingsPage.java,org.geoserver.gwc.web.diskquota.DiskQuotaSettingsPage$Anonymous1,anonymous,6,6,0,6,8,1,0,18,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,44,4,0,1,3,0,9,2,7,3,7,3,0,0,0,59,-1,2
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\jdbcconfig\src\main\java\org\geoserver\jdbcconfig\internal\ConfigDatabase.java,org.geoserver.jdbcconfig.internal.ConfigDatabase$ConfigClearingListener,innerclass,6,6,0,6,6,2,0,1,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\gwc\src\test\java\org\geoserver\gwc\wms\TestFullWMSBeans.java,org.geoserver.gwc.wms.TestFullWMSBeans,class,6,6,0,6,2,2,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,1,6,0,6,0,0,0,0,46,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\core\src\main\java\org\geoserver\web\data\layergroup\LayerGroupListPanel.java,org.geoserver.web.data.layergroup.LayerGroupListPanel,class,12,14,2,12,4,2,0,3,3,0.8888889,0.0,0.0,3,0,1,0,2,0,3,0,0,0,3,3,0,1,0,2,1,0,0,44,2,0,1,0,0,5,1,4,0,4,1,2,0,0,50,1025,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\web-resource\src\main\java\org\geoserver\web\treeview\TreeView.java,org.geoserver.web.treeview.TreeView$SelectionListener,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\gwc\src\main\java\org\geoserver\gwc\web\diskquota\DiskQuotaSettingsPage.java,org.geoserver.gwc.web.diskquota.DiskQuotaSettingsPage$Anonymous2,anonymous,2,2,0,2,1,1,0,1,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,15,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\wfs\src\main\java\org\geoserver\wfs\web\WFSAdminPage.java,org.geoserver.wfs.web.WFSAdminPage$Anonymous3,anonymous,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\security\ldap\src\test\java\org\geoserver\security\ldap\EmbeddedLdapServer.java,org.geoserver.security.ldap.EmbeddedLdapServer,class,8,10,2,8,4,1,0,20,0,0.0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,2,0,0,2,0,0,2,0,1,36,1,0,0,0,0,7,0,7,1,7,1,0,0,0,51,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\wfs\src\main\java\org\geoserver\wfs\web\WFSAdminPage.java,org.geoserver.wfs.web.WFSAdminPage$Anonymous4,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\app-schema\app-schema-test\src\test\java\org\geoserver\test\SpecimenMockData.java,org.geoserver.test.SpecimenMockData,class,1,2,1,1,2,3,0,1,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,9,0,0,0,0,0,4,0,1,0,1,0,0,0,0,35,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\app-schema\app-schema-test\src\test\java\org\geoserver\test\Gsml30MockData.java,org.geoserver.test.Gsml30MockData,class,1,3,2,1,2,3,0,1,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,9,0,0,0,0,0,4,0,1,0,1,0,0,0,0,41,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\security\ldap\src\test\java\org\geoserver\web\security\ldap\LDAPRoleServicePanelTest.java,org.geoserver.web.security.ldap.LDAPRoleServicePanelTest$Anonymous1,anonymous,3,3,0,3,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,2,0,1,0,0,0,0,17,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\catalog\ProjectionPolicy.java,org.geoserver.catalog.ProjectionPolicy$Anonymous3,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\security\ldap\src\test\java\org\geoserver\web\security\ldap\LDAPRoleServicePanelTest.java,org.geoserver.web.security.ldap.LDAPRoleServicePanelTest$Anonymous2,anonymous,1,1,0,1,1,1,0,3,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,1,1,2,0,1,0,0,0,0,14,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\security\password\MasterPasswordProviderException.java,org.geoserver.security.password.MasterPasswordProviderException,class,1,3,2,1,2,4,1,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\script\core\src\main\java\org\geoserver\script\rest\controller\WPSController.java,org.geoserver.script.rest.controller.WPSController,class,16,16,0,16,5,2,0,7,0,0.2,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,21,1,0,0,0,0,8,0,2,1,3,0,0,0,0,35,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\core\src\main\java\org\geoserver\web\data\namespace\NamespacesModel.java,org.geoserver.web.data.namespace.NamespacesModel$Anonymous1,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\geogig\src\main\java\org\geogig\geoserver\util\PostgresConnectionErrorHandler.java,org.geogig.geoserver.util.PostgresConnectionErrorHandler,class,1,3,2,1,5,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,1,0,0,1,0,7,1,4,2,0,0,0,28,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\csw\api\src\main\java\org\geoserver\csw\records\GenericRecordBuilder.java,org.geoserver.csw.records.GenericRecordBuilder$TreeNode,innerclass,2,2,0,2,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,28,1036,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\extension\wps\wps-core\src\main\java\org\geoserver\wps\ProcessListener.java,org.geoserver.wps.ProcessListener,interface,1,5,4,1,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\web\demo\src\main\java\org\geoserver\web\demo\ReprojectPage.java,org.geoserver.web.demo.ReprojectPage,class,16,24,8,16,8,3,0,11,0,0.5416667,0.0,0.0,3,0,1,0,2,0,3,0,0,0,8,0,0,0,0,8,0,0,0,141,2,0,4,1,0,14,0,14,0,16,2,5,1,0,78,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\jdbcconfig\src\test\java\org\geoserver\jdbcconfig\internal\DbMappingsTest.java,org.geoserver.jdbcconfig.internal.DbMappingsTest,class,16,16,0,16,9,1,0,14,0,0.16666667,0.0,0.0,6,1,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,1,51,1,1,0,0,0,9,0,16,0,14,2,0,0,0,52,1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\restconfig\src\main\java\org\geoserver\rest\catalog\TemplateController.java,org.geoserver.rest.catalog.TemplateController,class,27,28,1,27,20,3,0,25,0,0.5,0.0,0.0,7,1,6,1,0,0,6,0,0,0,2,1,0,1,0,1,0,0,9,91,3,1,5,3,0,27,0,20,15,20,3,0,0,0,92,1,2
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\catalog\ProjectionPolicy.java,org.geoserver.catalog.ProjectionPolicy$Anonymous1,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\main\java\org\geoserver\catalog\ProjectionPolicy.java,org.geoserver.catalog.ProjectionPolicy$Anonymous2,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\main\src\test\java\org\geoserver\security\impl\AbstractAuthorizationTest.java,org.geoserver.security.impl.AbstractAuthorizationTest,class,47,57,10,47,36,2,7,73,94,0.89228725,0.0,0.0,16,1,2,1,11,2,15,0,0,0,47,1,0,1,46,0,1,0,18,332,13,3,7,0,6,79,1,70,17,66,2,3,0,6,161,1025,0
C:\Geo\geoserver-2.12.1\geoserver-2.12.1\src\community\gwc-distributed\src\test\java\org\geoserver\gwc\HazelcastTest.java,org.geoserver.gwc.HazelcastTest$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0
